CMPD_CHEMBLID	SMILES	PCHEMBL_VALUE
CHEMBL470598	NC[C@H](CC1CCCCC1)NC(=O)c2cc(Br)c(s2)c3ccnc4[nH]ccc34	7.6
CHEMBL520788	NC[C@H](Cc1ccccc1C(F)(F)F)NC(=O)c2cc(Br)c(s2)c3ccnc4[nH]ccc34	7.6
CHEMBL498052	NC[C@H](Cc1ccccc1F)NC(=O)c2cc(Br)c(s2)c3ccnc4[nH]ccc34	8.1
CHEMBL3679631	NC1(CC(F)(F)C1)c2ccc(cc2)c3nc4C=CC(=N)N(C(=N)c5ccccc5)c4cc3c6ccccc6	6.85
CHEMBL3701737	NC1(CC(O)(C1)C2CC2)c3ccc(cc3)c4nc5c6c(Cl)cccc6OCn5c4c7ccccc7	9.52
CHEMBL3701717	NC1(CC(O)(C1)C2CC2)c3ccc(cc3)c4nc5c6c(F)cccc6OCn5c4c7ccccc7	9.54
CHEMBL3701721	NC1(CC(O)(C1)C2CC2)c3ccc(cc3)c4nc5c6c(F)cccc6OCn5c4c7ccncc7	9.04
CHEMBL3701720	NC1(CC(O)(C1)C2CC2)c3ccc(cc3)c4nc5c6c(F)cccc6OCn5c4c7ccsc7	9.15
CHEMBL3701726	NC1(CC(O)(C1)C2CC2)c3ccc(cc3)c4nc5c6cccc(F)c6OCn5c4c7ccccc7	8.85
CHEMBL3701727	NC1(CC(O)(C1)C2CC2)c3ccc(cc3)c4nc5c6ccccc6OCn5c4c7ccccc7	9
CHEMBL3701752	NC1(CC(O)(C1)C2CC2)c3ccc(cc3)c4nc5c6cccnc6OCn5c4c7ccccc7	9.04
CHEMBL3701749	NC1(CC(O)(C1)C2CC2)c3ccc(cc3)c4nc5c6ccncc6OCn5c4c7ccccc7	9.32
CHEMBL3701742	NC1(CC(O)(C1)C2CC2)c3ccc(cc3)c4nc5c6ncccc6OCn5c4c7ccccc7	8.8
CHEMBL3701755	NC1(CC(O)(C1)C2CC2)c3ccc(cc3)c4nc5c6nccnc6OCn5c4c7ccccc7	8.48
CHEMBL597415	NC1(Cc2c(Cl)cccc2Cl)CCN(CC1)c3ncnc4[nH]ccc34	7.7
CHEMBL604917	NC1(Cc2cc(Cl)ccc2Cl)CCN(CC1)c3ncnc4[nH]ccc34	7.8
CHEMBL603680	NC1(Cc2ccc(Cl)c(Cl)c2)CCN(CC1)c3ncnc4[nH]ccc34	7.75
CHEMBL596991	NC1(Cc2ccc(Cl)cc2)CCN(CC1)c3ccnc4[nH]ccc34	8.26
CHEMBL598013	NC1(Cc2ccc(Cl)cc2)CCN(CC1)c3ccnc4[nH]ncc34	7.92
CHEMBL263664	NC1(Cc2ccc(Cl)cc2)CCN(CC1)c3ncnc4[nH]ccc34	8.22
CHEMBL259999	NC1(Cc2ccc(Cl)cc2)CCN(CC1)c3ncnc4[nH]cnc34	7.6
CHEMBL597414	NC1(Cc2ccc(Cl)cc2Cl)CCN(CC1)c3ncnc4[nH]ccc34	8.07
CHEMBL590957	NC1(Cc2ccc(Cl)cc2Cl)CCN(CC1)c3ncnc4NC(=O)Nc34	7.28
CHEMBL605212	NC1(Cc2ccc(F)cc2Cl)CCN(CC1)c3ncnc4[nH]ccc34	7.05
CHEMBL597817	NC1(Cc2ccc(OC(F)(F)F)cc2)CCN(CC1)c3ncnc4[nH]ccc34	7.46
CHEMBL603882	NC1(Cc2ccc3ccccc3c2)CCN(CC1)c4ncnc5[nH]ccc45	8.15
CHEMBL598438	NC1(Cc2cccc(Cl)c2)CCN(CC1)c3ncnc4[nH]ccc34	7.34
CHEMBL597212	NC1(Cc2cccc(Cl)c2Cl)CCN(CC1)c3ncnc4[nH]ccc34	7.46
CHEMBL597818	NC1(Cc2cccc(OC(F)(F)F)c2)CCN(CC1)c3ncnc4[nH]ccc34	7.72
CHEMBL598448	NC1(Cc2cccc3ccccc23)CCN(CC1)c4ncnc5[nH]ccc45	7.6
CHEMBL598439	NC1(Cc2ccccc2Cl)CCN(CC1)c3ncnc4[nH]ccc34	7.36
CHEMBL602236	NC1(Cc2ccccc2OC(F)(F)F)CCN(CC1)c3ncnc4[nH]ccc34	7.08
CHEMBL3982161	NC1(CCC1)c2ccc(cc2)c3nc4C(=O)NC=Cn4c3c5ccccc5	6.01
CHEMBL3699716	NC1(CCC1)c2ccc(cc2)c3nc4c(Br)cccn4c3c5ccccc5	6.79
CHEMBL3699725	NC1(CCC1)c2ccc(cc2)c3nc4c(C=C)cccn4c3c5ccccc5	5.8
CHEMBL3699683	NC1(CCC1)c2ccc(cc2)c3nc4c(cccn4c3c5ccccc5)C#N	6.5
CHEMBL3699723	NC1(CCC1)c2ccc(cc2)c3nc4c(cccn4c3c5ccccc5)C6CC6	6.6
CHEMBL3699744	NC1(CCC1)c2ccc(cc2)c3nc4c(cccn4c3c5ccccc5)c6ccc(F)cc6	6.28
CHEMBL3699748	NC1(CCC1)c2ccc(cc2)c3nc4c(cccn4c3c5ccccc5)c6ccc7cn[nH]c7c6	6.13
CHEMBL3699745	NC1(CCC1)c2ccc(cc2)c3nc4c(cccn4c3c5ccccc5)c6cccc(F)c6	6.32
CHEMBL3699747	NC1(CCC1)c2ccc(cc2)c3nc4c(cccn4c3c5ccccc5)c6ccn[nH]6	6.77
CHEMBL3699726	NC1(CCC1)c2ccc(cc2)c3nc4c(cccn4c3c5ccccc5)c6cn[nH]c6	6.64
CHEMBL3699754	NC1(CCC1)c2ccc(cc2)c3nc4c(Cl)cc(Cl)cn4c3c5ccccc5	7.21
CHEMBL3703171	NC1(CCC1)c2ccc(cc2)c3nc4c(Cl)cc(cn4c3c5ccccc5)C#N	6.4
CHEMBL3699721	NC1(CCC1)c2ccc(cc2)c3nc4c(Cl)cccn4c3c5ccccc5	6.67
CHEMBL3699694	NC1(CCC1)c2ccc(cc2)c3nc4c(CO)cccn4c3c5ccccc5	6.58
CHEMBL3699751	NC1(CCC1)c2ccc(cc2)c3nc4c(F)cc(F)cn4c3c5ccccc5	7.14
CHEMBL3699720	NC1(CCC1)c2ccc(cc2)c3nc4c(F)cccn4c3c5ccccc5	6.56
CHEMBL3703155	NC1(CCC1)c2ccc(cc2)c3nc4c(O)cccn4c3c5ccccc5	6.15
CHEMBL3679633	NC1(CCC1)c2ccc(cc2)c3nc4C=CC(=N)N(C(=N)c5ccccc5)c4cc3c6ccccc6	7.5
CHEMBL1079175	NC1(CCC1)c2ccc(cc2)c3nc4C=CN5C(=O)NN=C5c4cc3c6ccccc6	7.92
CHEMBL3701719	NC1(CCC1)c2ccc(cc2)c3nc4c5c(F)cccc5OCn4c3c6ccccc6	8.92
CHEMBL3701729	NC1(CCC1)c2ccc(cc2)c3nc4c5ccccc5OCn4c3c6ccccc6	8.55
CHEMBL3701731	NC1(CCC1)c2ccc(cc2)c3nc4c5ccccc5OCn4c3c6ccncc6	8.19
CHEMBL3701730	NC1(CCC1)c2ccc(cc2)c3nc4c5ccccc5OCn4c3c6ccsc6	8.27
CHEMBL3701754	NC1(CCC1)c2ccc(cc2)c3nc4c5cccnc5OCn4c3c6ccccc6	8.8
CHEMBL3701751	NC1(CCC1)c2ccc(cc2)c3nc4c5ccncc5OCn4c3c6ccccc6	8.96
CHEMBL3701748	NC1(CCC1)c2ccc(cc2)c3nc4c5cnccc5OCn4c3c6ccccc6	8.77
CHEMBL3701744	NC1(CCC1)c2ccc(cc2)c3nc4c5ncccc5OCn4c3c6ccccc6	8.4
CHEMBL3699717	NC1(CCC1)c2ccc(cc2)c3nc4cc(Br)ccn4c3c5ccccc5	7.34
CHEMBL3703103	NC1(CCC1)c2ccc(cc2)c3nc4cc(C=C)ccn4c3c5ccccc5	6.21
CHEMBL3703158	NC1(CCC1)c2ccc(cc2)c3nc4cc(ccn4c3c5ccccc5)C#C	6.15
CHEMBL3699686	NC1(CCC1)c2ccc(cc2)c3nc4cc(ccn4c3c5ccccc5)C#N	7.28
CHEMBL3699718	NC1(CCC1)c2ccc(cc2)c3nc4cc(ccn4c3c5ccccc5)C(=O)N6CCCC6	6.29
CHEMBL3703119	NC1(CCC1)c2ccc(cc2)c3nc4cc(ccn4c3c5ccccc5)C(=O)NO	7.32
CHEMBL3703113	NC1(CCC1)c2ccc(cc2)c3nc4cc(ccn4c3c5ccccc5)C(=O)O	7.54
CHEMBL3703107	NC1(CCC1)c2ccc(cc2)c3nc4cc(ccn4c3c5ccccc5)c6cc[nH]n6	7.64
CHEMBL3699714	NC1(CCC1)c2ccc(cc2)c3nc4cc(ccn4c3c5ccccc5)C6CC6	7
CHEMBL3699711	NC1(CCC1)c2ccc(cc2)c3nc4cc(ccn4c3c5ccccc5)c6ccc(F)cc6	7.3
CHEMBL3703106	NC1(CCC1)c2ccc(cc2)c3nc4cc(ccn4c3c5ccccc5)c6ccccn6	7.72
CHEMBL3703105	NC1(CCC1)c2ccc(cc2)c3nc4cc(ccn4c3c5ccccc5)c6cccnc6	8.15
CHEMBL3703104	NC1(CCC1)c2ccc(cc2)c3nc4cc(ccn4c3c5ccccc5)c6ccncc6	8.1
CHEMBL3699700	NC1(CCC1)c2ccc(cc2)c3nc4cc(ccn4c3c5ccccc5)c6cn[nH]c6	7.66
CHEMBL3703109	NC1(CCC1)c2ccc(cc2)c3nc4cc(ccn4c3c5ccccc5)c6cnc[nH]6	7.66
CHEMBL3703108	NC1(CCC1)c2ccc(cc2)c3nc4cc(ccn4c3c5ccccc5)c6ncc[nH]6	8.1
CHEMBL3703111	NC1(CCC1)c2ccc(cc2)c3nc4cc(ccn4c3c5ccccc5)c6nn[nH]n6	8.05
CHEMBL3699674	NC1(CCC1)c2ccc(cc2)c3nc4cc(ccn4c3c5ccccc5)n6cccn6	7.89
CHEMBL3699756	NC1(CCC1)c2ccc(cc2)c3nc4cc(Cl)c(Cl)cn4c3c5ccccc5	7.03
CHEMBL3699742	NC1(CCC1)c2ccc(cc2)c3nc4cc(Cl)ccn4c3c5ccccc5	7.22
CHEMBL3699693	NC1(CCC1)c2ccc(cc2)c3nc4cc(CO)ccn4c3c5ccccc5	6.45
CHEMBL3699743	NC1(CCC1)c2ccc(cc2)c3nc4cc(F)ccn4c3c5ccccc5	7.1
CHEMBL3703167	NC1(CCC1)c2ccc(cc2)c3nc4cc(O)ccn4c3c5ccccc5	5.69
CHEMBL3703164	NC1(CCC1)c2ccc(cc2)c3nc4cc(OC[N+]#[C-])ccn4c3c5ccccc5	6.87
CHEMBL3699695	NC1(CCC1)c2ccc(cc2)c3nc4ccc(Br)cn4c3c5ccccc5	7
CHEMBL3699724	NC1(CCC1)c2ccc(cc2)c3nc4ccc(C=C)cn4c3c5ccccc5	6.38
CHEMBL3703131	NC1(CCC1)c2ccc(cc2)c3nc4ccc(Cl)cn4c3c5ccccc5	7.06
CHEMBL3699673	NC1(CCC1)c2ccc(cc2)c3nc4ccc(cn4c3c5ccccc5)C#N	6.37
CHEMBL3699733	NC1(CCC1)c2ccc(cc2)c3nc4ccc(cn4c3c5ccccc5)C(=O)NC6CC6	6.53
CHEMBL3699734	NC1(CCC1)c2ccc(cc2)c3nc4ccc(cn4c3c5ccccc5)C(=O)NCC6CC6	6.62
CHEMBL3699730	NC1(CCC1)c2ccc(cc2)c3nc4ccc(cn4c3c5ccccc5)C(=O)NCCF	6.84
CHEMBL3699731	NC1(CCC1)c2ccc(cc2)c3nc4ccc(cn4c3c5ccccc5)C(=O)NCCO	6.32
CHEMBL3699735	NC1(CCC1)c2ccc(cc2)c3nc4ccc(cn4c3c5ccccc5)C(=O)NO	6.93
CHEMBL3699727	NC1(CCC1)c2ccc(cc2)c3nc4ccc(cn4c3c5ccccc5)C(=O)O	7.17
CHEMBL3703123	NC1(CCC1)c2ccc(cc2)c3nc4ccc(cn4c3c5ccccc5)c6cc[nH]n6	6.22
CHEMBL3699739	NC1(CCC1)c2ccc(cc2)c3nc4ccc(cn4c3c5ccccc5)C6CC6	6.81
CHEMBL3703130	NC1(CCC1)c2ccc(cc2)c3nc4ccc(cn4c3c5ccccc5)c6ccccn6	6.33
CHEMBL3703129	NC1(CCC1)c2ccc(cc2)c3nc4ccc(cn4c3c5ccccc5)c6cccnc6	6.8
CHEMBL3703168	NC1(CCC1)c2ccc(cc2)c3nc4ccc(cn4c3c5ccccc5)c6cccnc6O	6.21
CHEMBL3703128	NC1(CCC1)c2ccc(cc2)c3nc4ccc(cn4c3c5ccccc5)c6ccncc6	6.54
CHEMBL3703124	NC1(CCC1)c2ccc(cc2)c3nc4ccc(cn4c3c5ccccc5)c6cn[nH]c6	6.94
CHEMBL3703121	NC1(CCC1)c2ccc(cc2)c3nc4ccc(cn4c3c5ccccc5)c6cnc[nH]6	6.43
CHEMBL3703122	NC1(CCC1)c2ccc(cc2)c3nc4ccc(cn4c3c5ccccc5)c6ncc[nH]6	6.3
CHEMBL3703127	NC1(CCC1)c2ccc(cc2)c3nc4ccc(cn4c3c5ccccc5)c6nn[nH]n6	7.25
CHEMBL3699679	NC1(CCC1)c2ccc(cc2)c3nc4ccc(cn4c3c5ccccc5)n6cccn6	6.71
CHEMBL3699703	NC1(CCC1)c2ccc(cc2)c3nc4ccc(CO)cn4c3c5ccccc5	6.42
CHEMBL3699722	NC1(CCC1)c2ccc(cc2)c3nc4ccc(F)cn4c3c5ccccc5	6.42
CHEMBL3703154	NC1(CCC1)c2ccc(cc2)c3nc4ccc(O)cn4c3c5ccccc5	6.34
CHEMBL3703166	NC1(CCC1)c2ccc(cc2)c3nc4ccc(OC[N+]#[C-])cn4c3c5ccccc5	6.87
CHEMBL2035021	NC1(CCC1)c2ccc(cc2)c3nc4ccccn4c3c5ccccc5	6.36
CHEMBL3932688	NC1(CCC1)c2ccc(cc2)c3nc4cnc(cn4c3c5ccccc5)C(=N)O	7.01
CHEMBL3699666	NC1(CCC1)c2ccc(cc2)c3nc4nc(ccn4c3c5ccccc5)C6CC6	7.27
CHEMBL3699667	NC1(CCC1)c2ccc(cc2)c3nc4nc(ccn4c3c5ccccc5)c6ccccc6	7.48
CHEMBL3699678	NC1(CCC1)c2ccc(cc2)c3nc4nc(ccn4c3c5ccccc5)N6C=CC=CC6=O	6.4
CHEMBL3699681	NC1(CCC1)c2ccc(cc2)c3nc4nc(O)ccn4c3c5ccccc5	6.25
CHEMBL3699709	NC1(CCC1)c2ccc(cc2)c3nc4nc(Oc5ccccc5)ccn4c3c6ccccc6	7.07
CHEMBL3699708	NC1(CCC1)c2ccc(cc2)c3nc4nc(OC5CCCCC5)ccn4c3c6ccccc6	6.86
CHEMBL3699740	NC1(CCC1)c2ccc(cc2)c3nc4nc(OCCN5CCCC5=O)ccn4c3c6ccccc6	6.11
CHEMBL3699672	NC1(CCC1)c2ccc(cc2)c3nc4ncc(cn4c3c5ccccc5)c6ccccc6	6.26
CHEMBL3699664	NC1(CCC1)c2ccc(cc2)c3nc4ncccn4c3c5ccccc5	6.25
CHEMBL3672489	NC1(CCC1)c2ccc(cc2)c3nn4c(Br)cnc4cc3c5ccccc5	6.58
CHEMBL3672507	NC1(CCC1)c2ccc(cc2)c3nn4c(c(Br)nc4cc3c5ccccc5)c6ccc(F)cc6	7.39
CHEMBL3672508	NC1(CCC1)c2ccc(cc2)c3nn4c(c(Cl)nc4cc3c5ccccc5)c6ccc(F)cc6	6.97
CHEMBL3672510	NC1(CCC1)c2ccc(cc2)c3nn4c(C=C)cnc4cc3c5ccccc5	6.49
CHEMBL3672482	NC1(CCC1)c2ccc(cc2)c3nn4c(cnc4cc3c5ccccc5)c6ccc(cc6)C#N	6.87
CHEMBL3672488	NC1(CCC1)c2ccc(cc2)c3nn4c(cnc4cc3c5ccccc5)c6ccc(cc6)S(=O)(=O)N	6.82
CHEMBL3672487	NC1(CCC1)c2ccc(cc2)c3nn4c(cnc4cc3c5ccccc5)c6ccc(CO)cc6	6.91
CHEMBL3672490	NC1(CCC1)c2ccc(cc2)c3nn4c(cnc4cc3c5ccccc5)c6ccc(F)c(CO)c6	7.04
CHEMBL3672484	NC1(CCC1)c2ccc(cc2)c3nn4c(cnc4cc3c5ccccc5)c6ccc(F)cc6	7.09
CHEMBL3672494	NC1(CCC1)c2ccc(cc2)c3nn4c(cnc4cc3c5ccccc5)c6ccc(O)nc6	6.37
CHEMBL3672497	NC1(CCC1)c2ccc(cc2)c3nn4c(cnc4cc3c5ccccc5)c6ccc7cn[nH]c7c6	7.66
CHEMBL3672480	NC1(CCC1)c2ccc(cc2)c3nn4c(cnc4cc3c5ccccc5)c6cccc(c6)C#N	7.09
CHEMBL3672486	NC1(CCC1)c2ccc(cc2)c3nn4c(cnc4cc3c5ccccc5)c6cccc(CO)c6	7.43
CHEMBL3672496	NC1(CCC1)c2ccc(cc2)c3nn4c(cnc4cc3c5ccccc5)c6ccn[nH]6	7.16
CHEMBL3672493	NC1(CCC1)c2ccc(cc2)c3nn4c(cnc4cc3c5ccccc5)c6cn[nH]c6	7.17
CHEMBL2035019	NC1(CCC1)c2ccc(cc2)c3nn4ccnc4cc3c5ccccc5	5.84
CHEMBL599448	NC1(CCN(CC1)c2ccnc3[nH]ccc23)C(=O)NCc4ccc(Cl)cc4	7.92
CHEMBL2325728	NC1(CCN(CC1)c2ncnc3[nH]ccc23)C(=O)N[C@@H](CCN4CCCC4)c5ccc(Cl)cc5	7.51
CHEMBL2325729	NC1(CCN(CC1)c2ncnc3[nH]ccc23)C(=O)N[C@@H](CCN4CCCCC4)c5ccc(Cl)cc5	7.89
CHEMBL2325741	NC1(CCN(CC1)c2ncnc3[nH]ccc23)C(=O)N[C@@H](CCO)c4ccc(Cl)cc4	8.1
CHEMBL596990	NC1(CCN(CC1)c2ncnc3[nH]ccc23)C(=O)N4CCc5ccccc5C4	6.6
CHEMBL605326	NC1(CCN(CC1)c2ncnc3[nH]ccc23)C(=O)N4CCCC4c5ccccc5	6.17
CHEMBL2325983	NC1(CCN(CC1)c2ncnc3[nH]ccc23)C(=O)NC(C4CC4)c5ccc(Cl)cc5	7.52
CHEMBL2325984	NC1(CCN(CC1)c2ncnc3[nH]ccc23)C(=O)NC(c4ccccc4)c5ccc(Cl)cc5	6.68
CHEMBL2325985	NC1(CCN(CC1)c2ncnc3[nH]ccc23)C(=O)NC(Cc4ccccc4)c5ccc(Cl)cc5	6.72
CHEMBL2325994	NC1(CCN(CC1)c2ncnc3[nH]ccc23)C(=O)NC(CCCN4CCCC4)c5ccc(Cl)cc5	7.02
CHEMBL2325996	NC1(CCN(CC1)c2ncnc3[nH]ccc23)C(=O)NC(CCCN4CCCCC4)c5ccc(Cl)cc5	7.52
CHEMBL2325995	NC1(CCN(CC1)c2ncnc3[nH]ccc23)C(=O)NC(CCCN4CCOCC4)c5ccc(Cl)cc5	7.38
CHEMBL2325739	NC1(CCN(CC1)c2ncnc3[nH]ccc23)C(=O)NC(CCCO)c4ccc(Cl)cc4	7.62
CHEMBL2325738	NC1(CCN(CC1)c2ncnc3[nH]ccc23)C(=O)NC(CCO)c4ccc(Cl)cc4	7.66
CHEMBL2325737	NC1(CCN(CC1)c2ncnc3[nH]ccc23)C(=O)NC(CO)c4ccc(Cl)cc4	7.34
CHEMBL599847	NC1(CCN(CC1)c2ncnc3[nH]ccc23)C(=O)NCc4ccc(cc4)C(F)(F)F	7.96
CHEMBL598206	NC1(CCN(CC1)c2ncnc3[nH]ccc23)C(=O)NCc4ccc(Cl)c(Cl)c4	8.24
CHEMBL598194	NC1(CCN(CC1)c2ncnc3[nH]ccc23)C(=O)NCc4ccc(Cl)cc4	8.66
CHEMBL599849	NC1(CCN(CC1)c2ncnc3[nH]ccc23)C(=O)NCc4ccc(Cl)cc4Cl	8.31
CHEMBL597600	NC1(CCN(CC1)c2ncnc3[nH]ccc23)C(=O)NCc4ccc(Cl)cc4F	8.4
CHEMBL597183	NC1(CCN(CC1)c2ncnc3[nH]ccc23)C(=O)NCc4ccc(F)cc4	7.85
CHEMBL604507	NC1(CCN(CC1)c2ncnc3[nH]ccc23)C(=O)NCc4ccc(F)cc4Cl	8.1
CHEMBL598207	NC1(CCN(CC1)c2ncnc3[nH]ccc23)C(=O)NCc4ccc(F)cc4F	7.96
CHEMBL599848	NC1(CCN(CC1)c2ncnc3[nH]ccc23)C(=O)NCc4ccc(OC(F)(F)F)cc4	7.54
CHEMBL604910	NC1(CCN(CC1)c2ncnc3[nH]ccc23)C(=O)NCc4cccc(Cl)c4	8.15
CHEMBL600646	NC1(CCN(CC1)c2ncnc3[nH]ccc23)C(=O)NCc4ccccc4Cl	7.44
CHEMBL259998	NC1(CCN(CC1)c2ncnc3[nH]ccc23)c4ccc(Cl)cc4	8.15
CHEMBL407504	NC1(CCN(CC1)c2ncnc3[nH]cnc23)c4ccc(Cl)cc4	8.15
CHEMBL598842	NC1(CCN(CC1)c2ncnc3NC(=O)Nc23)C(=O)NCc4ccc(Cl)cc4	8.3
CHEMBL603244	NC1(CNC(=O)c2ccc(Cl)cc2)CCN(CC1)c3ncnc4[nH]ccc34	7.16
CHEMBL597793	NC1(COCc2ccc(Cl)cc2)CCN(CC1)c3ncnc4[nH]ccc34	8.1
CHEMBL502393	Nc1ccc(cn1)c2nnc([nH]2)C3CCN(Cc4ccc(cc4)c5nc6C=CNC(=O)c6cc5c7ccccc7)CC3	7.48
CHEMBL447558	Nc1ccc(cn1)c2nnc([nH]2)C3CCN(Cc4ccc(cc4)c5nc6nc(ccc6nc5c7ccccc7)N8CCN(CCO)CC8)CC3	6.64
CHEMBL503810	Nc1ccc(cn1)c2nnc([nH]2)C3CCN(Cc4ccc(cc4)c5nc6nc(ncc6cc5c7ccccc7)N8CCN(CCO)CC8)CC3	6.75
CHEMBL3703146	Nc1ccc2nc(c3ccc(cc3)C4(N)CCC4)c(c5ccccc5)n2c1	6.23
CHEMBL264965	NC1CCN(CC1)c2ccnc3[nH]ccc23	6.06
CHEMBL259141	NC1CCN(CC1)c2ncnc3[nH]ccc23	6.75
CHEMBL261260	NC1CCN(CC1)c2ncnc3[nH]cnc23	6.57
CHEMBL265451	NC1CCN(CC1)c2ncnc3[nH]ncc23	6.08
CHEMBL3703142	Nc1ccn2c(c3ccccc3)c(nc2c1)c4ccc(cc4)C5(N)CCC5	6.15
CHEMBL270157	Nc1n[nH]c2nc(c3ccc(CN4CCC(CC4)N5C(=O)Nc6ccccc56)cc3)c(cc12)c7ccccc7	5.13
CHEMBL429576	Nc1nc(c2ccc(CN3CCC(CC3)N4C(=O)Nc5ccccc45)cc2)c(cc1C#N)c6ccccc6	5.69
CHEMBL401999	Nc1nc(N)c2cc(c3ccccc3)c(nc2n1)c4ccc(CN5CCC(CC5)N6C(=O)Nc7ccccc67)cc4	6.56
CHEMBL270815	Nc1nc(O)nc2nc(c3ccc(CN4CCC(CC4)N5C(=O)Nc6ccccc56)cc3)c(cc12)c7ccccc7	6.24
CHEMBL2177825	Nc1ncccc1c2nc3cc(Br)cnc3n2c4ccc(CNC(=O)c5ccccc5)cc4	6.89
CHEMBL2177833	Nc1ncccc1c2nc3cc(cnc3n2c4ccc(CNC(=O)c5cccc(F)c5)cc4)c6cccnc6	7.57
CHEMBL2177826	Nc1ncccc1c2nc3cc(cnc3n2c4ccc(CNC(=O)c5ccccc5)cc4)C6CCCC6	6.1
CHEMBL2177830	Nc1ncccc1c2nc3cc(cnc3n2c4ccc(CNC(=O)c5ccccc5)cc4)c6ccccc6	4.29
CHEMBL2177831	Nc1ncccc1c2nc3cc(cnc3n2c4ccc(CNC(=O)c5ccccc5)cc4)c6cccnc6	7.52
CHEMBL2177829	Nc1ncccc1c2nc3ccc(nc3n2c4ccc(CC(=O)Nc5ccccc5)cc4)c6cccnc6	7.6
CHEMBL2177837	Nc1ncccc1c2nc3ccc(nc3n2c4ccc(CNC(=O)c5cccc(F)c5)cc4)c6cccnc6	7.1
CHEMBL2177835	Nc1ncccc1c2nc3ccc(nc3n2c4ccc(CNC(=O)c5ccccc5)cc4)c6ccccc6	7.46
CHEMBL2177832	Nc1ncccc1c2nc3ccc(nc3n2c4ccc(CNC(=O)c5ccccc5)cc4)c6cccnc6	7.5
CHEMBL2177818	Nc1ncccc1c2nc3cccnc3n2c4ccc(CC(=O)Nc5ccccc5)cc4	6.16
CHEMBL2177819	Nc1ncccc1c2nc3cccnc3n2c4ccc(CNC(=O)c5ccccc5)cc4	6.18
CHEMBL3672019	Nc1ncnc2c1cnn2C3CCN(Cc4ccc(cc4)c5nc6ccnn6cc5c7ccccc7)CC3	6.48
CHEMBL253458	Nc1ncnc2c1cnn2C3CCN(Cc4ccc(cc4)c5nc6ncnc(N)c6cc5c7ccccc7)CC3	7
CHEMBL255835	Nc1ncnc2nc(c3ccc(CN4CCC(CC4)c5cc([nH]n5)c6ccncc6)cc3)c(cc12)c7ccccc7	7.07
CHEMBL253457	Nc1ncnc2nc(c3ccc(CN4CCC(CC4)c5nc6ccc(F)cc6[nH]5)cc3)c(cc12)c7ccccc7	6.62
CHEMBL402199	Nc1ncnc2nc(c3ccc(CN4CCC(CC4)N5C(=O)Nc6ccccc56)cc3)c(cc12)c7ccccc7	6.59
CHEMBL255360	Nc1ncnc2nc(c3ccc(CN4CCC(CC4)n5cnc6c(N)ncnc56)cc3)c(cc12)c7ccccc7	6.16
CHEMBL255348	Nc1nn(CCc2c[nH]cn2)c3nc(c4ccc(CN5CCC(CC5)N6C(=O)Nc7ccccc67)cc4)c(cc13)c8ccccc8	6.08
CHEMBL255559	Nc1nn(CCO)c2nc(c3ccc(CN4CCC(CC4)N5C(=O)Nc6ccccc56)cc3)c(cc12)c7ccccc7	5.91
CHEMBL499555	Nc1nnc2c3cc(c4ccccc4)c(nc3ccn12)c5ccc(CN6CCC(CC6)c7n[nH]c(n7)c8ccccn8)cc5	8.03
CHEMBL508794	Nc1nnc2c3cc(c4ccccc4)c(nc3ccn12)c5ccc(CN6CCC(CC6)n7cnc(c7)c8ccccn8)cc5	8.55
CHEMBL223393	NCC(c1ccc(Cl)cc1)c2ccc(cc2)c3cn[nH]c3	4.51
CHEMBL227029	NCC(c1ccccc1)c2ccc(cc2)c3cn[nH]c3	6.29
CHEMBL469590	NCC(Cc1ccccc1)NC(=O)c2cc(Br)c(s2)c3ccnc4[nH]ccc34	7.89
CHEMBL512135	NCC(NC(=O)c1cc(Br)c(s1)c2ccnc3[nH]ccc23)c4ccccc4	6.9
CHEMBL260000	NCC1(Cc2ccc(Cl)cc2)CCN(CC1)c3ncnc4[nH]ccc34	8.3
CHEMBL409503	NCC1(Cc2ccc(Cl)cc2)CCN(CC1)c3ncnc4[nH]cnc34	8.52
CHEMBL260463	NCC1(CCN(CC1)c2ccnc3[nH]ccc23)c4ccc(Cl)cc4	7.6
CHEMBL406863	NCC1(CCN(CC1)c2ncnc3[nH]ccc23)c4ccc(Cl)cc4	8.1
CHEMBL260358	NCC1(CCN(CC1)c2ncnc3[nH]cnc23)c4ccc(Cl)cc4	7.8
CHEMBL228652	NCc1cccc(c1)c2c[nH]c(\C=C\3/C(=O)Nc4ccc(NC(=O)N)cc34)c2	8.52
CHEMBL261249	NCC1CCN(CC1)c2ncnc3[nH]ccc23	6.11
CHEMBL259356	NCC1CCN(CC1)c2ncnc3[nH]cnc23	6.54
CHEMBL265193	NCC1CCN(CC1)c2ncnc3[nH]ncc23	6.04
CHEMBL227727	NCCc1ccc(cc1)c2ncnc3[nH]cnc23	5.02
CHEMBL227998	NCCc1cccc(c1)c2ncnc3[nH]cnc23	5.5
CHEMBL226870	NCCCc1ccc(cc1)c2cn[nH]c2	5.52
CHEMBL590109	NCCn1cc(c2cc(c3cc4ccccc4s3)c5[nH]ncc5c2)c6nc(N)ncc16	5.38
CHEMBL499683	O[C@@H]1CN(CCN1)c2ncc3cc(c4ccccc4)c(nc3n2)c5ccc(CN6CCC(CC6)c7nnc([nH]7)c8ccccn8)cc5	7.17
